sample_id,ena_run
AV0034-Cx,ERR502012
AV0034-Cx,ERR506207
AV0034-Cx,ERR506195
AV0035-C,ERR331637
AV0035-C,ERR331625
AV0035-C,ERR326903
AV0036-C,ERR317363
AV0036-C,ERR343536
AV0036-C,ERR343548
AV0037-C,ERR317368
AV0037-C,ERR343541
AV0037-C,ERR343553
AV0038-C,ERR328761
AV0038-C,ERR326982
AV0038-C,ERR328749
AV0039-C,ERR328770
AV0039-C,ERR328758
AV0039-C,ERR326991
AV0040-C,ERR328763
AV0040-C,ERR328751
AV0040-C,ERR326984
AV0041-C,ERR343484
AV0041-C,ERR343664
AV0041-C,ERR343676
AV0042-Cx,ERR495675
AV0042-Cx,ERR501912
AV0042-Cx,ERR491191
AV0043-C,ERR317362
AV0043-C,ERR343547
AV0043-C,ERR343535
AV0044-Cx,ERR495682
AV0044-Cx,ERR491198
AV0044-Cx,ERR501919
AV0045-C,ERR343678
AV0045-C,ERR343666
AV0045-C,ERR343486
AV0046-Cx,ERR495626
AV0046-Cx,ERR501899
AV0046-Cx,ERR501911
AV0047-C,ERR328747
AV0047-C,ERR326980
AV0047-C,ERR328735
AV0055-C,ERR779513
AV0055-C,ERR841975
AV0055-C,ERR841987
AV0058-C,ERR842013
AV0058-C,ERR842001
AV0058-C,ERR779527
AV0059-C,ERR779533
AV0059-C,ERR842007
AV0059-C,ERR842019
AV0061-C,ERR841939
AV0061-C,ERR779489
AV0061-C,ERR841927
AV0067-C,ERR841988
AV0067-C,ERR841976
AV0067-C,ERR779514
AV0068-C,ERR841980
AV0068-C,ERR841992
AV0068-C,ERR779518
AV0069-CW,ERR2643782
AV0069-CW,ERR2643794
AV0069-CW,ERR2643788
AV0070-C,ERR779528
AV0070-C,ERR842002
AV0070-C,ERR842014
AV0074-C,ERR779493
AV0074-C,ERR841931
AV0074-C,ERR841943
AV0078-C,ERR779512
AV0078-C,ERR841986
AV0078-C,ERR841974
AV0080-C,ERR779519
AV0080-C,ERR841981
AV0080-C,ERR841993
AV0082-C,ERR779529
AV0082-C,ERR842015
AV0082-C,ERR842003
AV0083-C,ERR852668
AV0083-C,ERR779534
AV0083-C,ERR852680
AV0086-C,ERR779494
AV0086-C,ERR841932
AV0086-C,ERR841944
AV0091-C,ERR841990
AV0091-C,ERR841978
AV0091-C,ERR779516
AV0092-C,ERR779520
AV0092-C,ERR841994
AV0092-C,ERR841982
AV0094-C,ERR842016
AV0094-C,ERR842004
AV0094-C,ERR779530
AV0095-C,ERR852669
AV0095-C,ERR779535
AV0095-C,ERR852681
AV0098-C,ERR841933
AV0098-C,ERR779495
AV0098-C,ERR841945
AV0104-C,ERR841983
AV0104-C,ERR779521
AV0104-C,ERR841995
AV0106-C,ERR842005
AV0106-C,ERR779531
AV0106-C,ERR842017
AV0107-C,ERR852682
AV0107-C,ERR852670
AV0107-C,ERR779536
AV0109-C,ERR841930
AV0109-C,ERR779492
AV0109-C,ERR841942
AV0113-C,ERR779509
AV0113-C,ERR841959
AV0113-C,ERR841971
AV0115-C,ERR779517
AV0115-C,ERR841979
AV0115-C,ERR841991
AV0116-C,ERR779522
AV0116-C,ERR841996
AV0116-C,ERR842008
AV0119-C,ERR852683
AV0119-C,ERR779537
AV0119-C,ERR852671
AV0126-CW,ERR2643789
AV0126-CW,ERR2643783
AV0126-CW,ERR2643795
AV0128-C,ERR779523
AV0128-C,ERR841997
AV0128-C,ERR842009
AV0129-C,ERR842011
AV0129-C,ERR779525
AV0129-C,ERR841999
AV0130-C,ERR842018
AV0130-C,ERR779532
AV0130-C,ERR842006
AV0131-C,ERR779538
AV0131-C,ERR852684
AV0131-C,ERR852672
AV0132-C,ERR779487
AV0132-C,ERR841937
AV0132-C,ERR841925
AV0134-C,ERR841960
AV0134-C,ERR841948
AV0134-C,ERR779498
AV0137-C,ERR841985
AV0137-C,ERR841973
AV0137-C,ERR779511
AV0140-C,ERR842010
AV0140-C,ERR841998
AV0140-C,ERR779524
AV0141-C,ERR842000
AV0141-C,ERR842012
AV0141-C,ERR779526
AV0142-C,ERR779539
AV0142-C,ERR852673
AV0142-C,ERR852685
AV0143-C,ERR852690
AV0143-C,ERR852678
AV0143-C,ERR779544
AV0149-C,ERR829650
AV0149-C,ERR852749
AV0149-C,ERR852761
AV0150-C,ERR829654
AV0150-C,ERR842117
AV0150-C,ERR842129
AV0152-C,ERR829665
AV0152-C,ERR842152
AV0152-C,ERR842140
AV0154-C,ERR852686
AV0154-C,ERR779540
AV0154-C,ERR852674
AV0160-C,ERR852755
AV0160-C,ERR852743
AV0160-C,ERR829644
AV0161-C,ERR829651
AV0161-C,ERR852762
AV0161-C,ERR852750
AV0162-C,ERR842118
AV0162-C,ERR842130
AV0162-C,ERR829655
AV0164-C,ERR829666
AV0164-C,ERR842141
AV0164-C,ERR842153
AV0165-C,ERR829670
AV0165-C,ERR842145
AV0165-C,ERR842157
AV0170-C,ERR779561
AV0170-C,ERR852719
AV0170-C,ERR852731
AV0171-C,ERR852736
AV0171-C,ERR779566
AV0171-C,ERR852724
AV0173-C,ERR829652
AV0173-C,ERR852751
AV0173-C,ERR852763
AV0174-C,ERR829656
AV0174-C,ERR842131
AV0174-C,ERR842119
AV0176-C,ERR829667
AV0176-C,ERR842154
AV0176-C,ERR842142
AV0177-C,ERR842146
AV0177-C,ERR842158
AV0177-C,ERR829671
AV0179-C,ERR779547
AV0179-C,ERR852705
AV0179-C,ERR852693
AV0180-C,ERR852697
AV0180-C,ERR852709
AV0180-C,ERR779551
AV0185-C,ERR829653
AV0185-C,ERR842116
AV0185-C,ERR842128
AV0186-C,ERR829657
AV0186-C,ERR842120
AV0186-C,ERR842132
AV0188-C,ERR842155
AV0188-C,ERR829668
AV0188-C,ERR842143
AV0189-C,ERR842147
AV0189-C,ERR842159
AV0189-C,ERR829672
AV0191-C,ERR852694
AV0191-C,ERR852706
AV0191-C,ERR779548
AV0192-C,ERR852698
AV0192-C,ERR852710
AV0192-C,ERR779552
AV0194-C,ERR779563
AV0194-C,ERR852721
AV0194-C,ERR852733
AV0195-C,ERR779568
AV0195-C,ERR852726
AV0195-C,ERR852738
AV0196-C,ERR852757
AV0196-C,ERR852745
AV0196-C,ERR829646
AV0198-C,ERR829658
AV0198-C,ERR842121
AV0198-C,ERR842133
AV0199-C,ERR842125
AV0199-C,ERR842137
AV0199-C,ERR829662
AV0200-C,ERR842144
AV0200-C,ERR829669
AV0200-C,ERR842156
AV0201-C,ERR829673
AV0201-C,ERR842148
AV0201-C,ERR842160
AV0206-C,ERR852734
AV0206-C,ERR779564
AV0206-C,ERR852722
AV0207-C,ERR779569
AV0207-C,ERR852727
AV0207-C,ERR852739
AV0208-C,ERR829647
AV0208-C,ERR852758
AV0208-C,ERR852746
AV0209-CW,ERR2643796
AV0209-CW,ERR2643784
AV0209-CW,ERR2643790
AV0210-C,ERR842134
AV0210-C,ERR842122
AV0210-C,ERR829659
AV0211-C,ERR842126
AV0211-C,ERR829663
AV0211-C,ERR842138
AV0213-C,ERR829674
AV0213-C,ERR842161
AV0213-C,ERR842149
AV0218-C,ERR779565
AV0218-C,ERR852735
AV0218-C,ERR852723
AV0219-C,ERR852752
AV0219-C,ERR829641
AV0219-C,ERR852740
AV0220-C,ERR852747
AV0220-C,ERR852759
AV0220-C,ERR829648
AV0222-C,ERR842135
AV0222-C,ERR829660
AV0222-C,ERR842123
AV0223-C,ERR842127
AV0223-C,ERR842139
AV0223-C,ERR829664
AV0225-C,ERR829675
AV0225-C,ERR842150
AV0225-C,ERR842162
AV0226-C,ERR779543
AV0226-C,ERR852677
AV0226-C,ERR852689
AV0231-C,ERR829642
AV0231-C,ERR852741
AV0231-C,ERR852753
AV0232-C,ERR852748
AV0232-C,ERR829649
AV0232-C,ERR852760
AV0234-C,ERR842136
AV0234-C,ERR842124
AV0234-C,ERR829661
AV0235-CW,ERR2643786
AV0235-CW,ERR2643798
AV0235-CW,ERR2643792
AV0236-C,ERR842151
AV0236-C,ERR829676
AV0236-C,ERR842163
AV0237-C,ERR842182
AV0237-C,ERR842170
AV0237-C,ERR829683
AV0241-C,ERR829701
AV0241-C,ERR845331
AV0241-C,ERR845343
AV0243-C,ERR845353
AV0243-C,ERR845341
AV0243-C,ERR829711
AV0245-C,ERR842229
AV0245-C,ERR842217
AV0245-C,ERR829718
AV0248-C,ERR842164
AV0248-C,ERR829677
AV0248-C,ERR842176
AV0249-C,ERR829684
AV0249-C,ERR842171
AV0249-C,ERR842183
AV0253-C,ERR845344
AV0253-C,ERR845332
AV0253-C,ERR829702
AV0254-C,ERR845349
AV0254-C,ERR845337
AV0254-C,ERR829707
AV0255-C,ERR829712
AV0255-C,ERR845342
AV0255-C,ERR845354
AV0262-C,ERR829688
AV0262-C,ERR842175
AV0262-C,ERR842187
AV0263-C,ERR829692
AV0263-C,ERR842191
AV0263-C,ERR842203
AV0265-C,ERR845333
AV0265-C,ERR845345
AV0265-C,ERR829703
AV0268-C,ERR829714
AV0268-C,ERR842213
AV0268-C,ERR842225
AV0275-C,ERR842204
AV0275-C,ERR829693
AV0275-C,ERR842192
AV0277-C,ERR829704
AV0277-C,ERR845334
AV0277-C,ERR845346
AV0278-C,ERR845350
AV0278-C,ERR829708
AV0278-C,ERR845338
AV0280-C,ERR842226
AV0280-C,ERR829715
AV0280-C,ERR842214
AV0285-C,ERR829685
AV0285-C,ERR842184
AV0285-C,ERR842172
AV0287-C,ERR829694
AV0287-C,ERR842193
AV0287-C,ERR842205
AV0292-C,ERR842227
AV0292-C,ERR842215
AV0292-C,ERR829716
AV0293-C,ERR842231
AV0293-C,ERR829720
AV0293-C,ERR842219
AV0297-C,ERR842173
AV0297-C,ERR829686
AV0297-C,ERR842185
AV0303-C,ERR842224
AV0303-C,ERR842212
AV0303-C,ERR829713
AV0304-C,ERR842228
AV0304-C,ERR829717
AV0304-C,ERR842216
AV0305-C,ERR829721
AV0305-C,ERR842232
AV0305-C,ERR842220
AV0308-C,ERR829681
AV0308-C,ERR842168
AV0308-C,ERR842180
AV0314-C,ERR845339
AV0314-C,ERR845351
AV0314-C,ERR829709
AV0320-C,ERR829682
AV0320-C,ERR842169
AV0320-C,ERR842181
AV0323-C,ERR842208
AV0323-C,ERR842196
AV0323-C,ERR829697
AV0325-C,ERR845348
AV0325-C,ERR829706
AV0325-C,ERR845336
AV0330-C,ERR842038
AV0330-C,ERR842026
AV0330-C,ERR779576
AV0331-C,ERR842058
AV0331-C,ERR779584
AV0331-C,ERR842046
AV0332-C,ERR779590
AV0332-C,ERR842064
AV0332-C,ERR842052
AV0333-C,ERR779598
AV0333-C,ERR842084
AV0333-C,ERR842072
AV0334-C,ERR779604
AV0334-C,ERR842078
AV0334-C,ERR842090
AV0335-C,ERR842108
AV0335-C,ERR779610
AV0335-C,ERR842096
AV0336-C,ERR842248
AV0336-C,ERR842236
AV0336-C,ERR779618
AV0337-C,ERR779624
AV0337-C,ERR842242
AV0337-C,ERR842254
AV0338-C,ERR779632
AV0338-C,ERR842262
AV0338-C,ERR842272
AV0340-C,ERR779645
AV0340-C,ERR842296
AV0340-C,ERR842285
AV0341-C,ERR842300
AV0341-C,ERR842289
AV0341-C,ERR779649
AV0342-C,ERR842039
AV0342-C,ERR779577
AV0342-C,ERR842027
AV0344-C,ERR842053
AV0344-C,ERR779591
AV0344-C,ERR842065
AV0346-C,ERR842079
AV0346-C,ERR842091
AV0346-C,ERR779605
AV0347-C,ERR779611
AV0347-C,ERR842097
AV0347-C,ERR842109
AV0349-C,ERR779625
AV0349-C,ERR842243
AV0349-C,ERR842255
AV0350-C,ERR779633
AV0350-C,ERR842263
AV0350-C,ERR842273
AV0351-C,ERR842278
AV0351-C,ERR842268
AV0351-C,ERR779638
AV0352-C,ERR842297
AV0352-C,ERR842286
AV0352-C,ERR779646
AV0353-C,ERR842301
AV0353-C,ERR779650
AV0353-C,ERR842290
AV0354-C,ERR842028
AV0354-C,ERR779578
AV0354-C,ERR842040
AV0356-C,ERR842054
AV0356-C,ERR779592
AV0356-C,ERR842066
AV0358-C,ERR842092
AV0358-C,ERR779606
AV0358-C,ERR842104
AV0359-C,ERR779612
AV0359-C,ERR842110
AV0359-C,ERR842098
AV0360-C,ERR779619
AV0360-C,ERR842249
AV0360-C,ERR842237
AV0361-C,ERR779626
AV0361-C,ERR842244
AV0361-C,ERR842256
AV0362-C,ERR842274
AV0362-C,ERR842264
AV0362-C,ERR779634
AV0363-C,ERR779639
AV0363-C,ERR842269
AV0363-C,ERR842279
AV0364-C,ERR842298
AV0364-C,ERR842287
AV0364-C,ERR779647
AV0366-C,ERR842041
AV0366-C,ERR779579
AV0366-C,ERR842029
AV0367-C,ERR842060
AV0367-C,ERR842048
AV0367-C,ERR779586
AV0368-C,ERR779593
AV0368-C,ERR842067
AV0368-C,ERR842055
AV0371-C,ERR842111
AV0371-C,ERR842099
AV0371-C,ERR779613
AV0372-C,ERR842238
AV0372-C,ERR842250
AV0372-C,ERR779620
AV0373-C,ERR779627
AV0373-C,ERR842245
AV0373-C,ERR842257
AV0375-C,ERR842280
AV0375-C,ERR779640
AV0375-C,ERR842291
AV0376-C,ERR779648
AV0376-C,ERR842288
AV0376-C,ERR842299
AV0377-C,ERR779580
AV0377-C,ERR842030
AV0377-C,ERR842042
AV0378-C,ERR779587
AV0378-C,ERR842049
AV0378-C,ERR842061
AV0380-C,ERR842086
AV0380-C,ERR779600
AV0380-C,ERR842074
AV0381-C,ERR842093
AV0381-C,ERR779607
AV0381-C,ERR842105
AV0382-C,ERR842112
AV0382-C,ERR842100
AV0382-C,ERR779614
AV0383-C,ERR779621
AV0383-C,ERR842251
AV0383-C,ERR842239
AV0384-C,ERR842246
AV0384-C,ERR779628
AV0384-C,ERR842258
AV0386-C,ERR779641
AV0386-C,ERR842281
AV0386-C,ERR842292
AV0387-C,ERR842031
AV0387-C,ERR779581
AV0387-C,ERR842043
AV0389-C,ERR779595
AV0389-C,ERR842069
AV0389-C,ERR842081
AV0390-C,ERR842075
AV0390-C,ERR779601
AV0390-C,ERR842087
AV0391-C,ERR779608
AV0391-C,ERR842094
AV0391-C,ERR842106
AV0392-C,ERR842101
AV0392-C,ERR842113
AV0392-C,ERR779615
AV0393-C,ERR842240
AV0393-C,ERR779622
AV0393-C,ERR842252
AV0394-C,ERR842259
AV0394-C,ERR842247
AV0394-C,ERR779629
AV0396-C,ERR779642
AV0396-C,ERR842293
AV0396-C,ERR842282
AV0400-C,ERR842088
AV0400-C,ERR842076
AV0400-C,ERR779602
AV0401-C,ERR779609
AV0401-C,ERR842095
AV0401-C,ERR842107
AV0402-C,ERR842102
AV0402-C,ERR842114
AV0402-C,ERR779616
AV0403-C,ERR842253
AV0403-C,ERR779623
AV0403-C,ERR842241
AV0404-C,ERR842270
AV0404-C,ERR779630
AV0404-C,ERR842260
AV0405-C,ERR779635
AV0405-C,ERR842265
AV0405-C,ERR842275
AV0406-C,ERR842294
AV0406-C,ERR842283
AV0406-C,ERR779643
AV0407-C,ERR842057
AV0407-C,ERR842045
AV0407-C,ERR779583
AV0408-C,ERR779589
AV0408-C,ERR842051
AV0408-C,ERR842063
AV0409-C,ERR842083
AV0409-C,ERR842071
AV0409-C,ERR779597
AV0410-C,ERR842089
AV0410-C,ERR842077
AV0410-C,ERR779603
AV0412-C,ERR779617
AV0412-C,ERR842115
AV0412-C,ERR842103
AV0414-C,ERR779631
AV0414-C,ERR842261
AV0414-C,ERR842271
AV0415-C,ERR779636
AV0415-C,ERR842266
AV0415-C,ERR842276
AQ0001-C,ERR197453
AQ0001-C,ERR216661
AQ0001-C,ERR216673
AQ0002-C,ERR197454
AQ0002-C,ERR216662
AQ0002-C,ERR216674
AQ0004-C,ERR216677
AQ0004-C,ERR216665
AQ0004-C,ERR197457
AQ0005-C,ERR197456
AQ0005-C,ERR216664
AQ0005-C,ERR216676
AQ0009-C,ERR197451
AQ0009-C,ERR216659
AQ0009-C,ERR216671
AQ0011-C,ERR203731
AQ0011-C,ERR197467
AQ0011-C,ERR203719
AQ0012-C,ERR203733
AQ0012-C,ERR203721
AQ0012-C,ERR197469
AQ0013-C,ERR203749
AQ0013-C,ERR197485
AQ0013-C,ERR203761
AQ0014-C,ERR197478
AQ0014-C,ERR203742
AQ0014-C,ERR203754
AQ0015-C,ERR216668
AQ0015-C,ERR197460
AQ0015-C,ERR216680
AJ0023-C,ERR516918
AJ0023-C,ERR517049
AJ0023-C,ERR517061
AJ0024-C,ERR516893
AJ0024-C,ERR517001
AJ0024-C,ERR517012
AJ0028-C,ERR352132
AJ0028-C,ERR347031
AJ0028-C,ERR347019
AJ0032-C,ERR516921
AJ0032-C,ERR517052
AJ0032-C,ERR517064
AJ0035-C,ERR516932
AJ0035-C,ERR517123
AJ0035-C,ERR517135
AJ0036-C,ERR517117
AJ0036-C,ERR517129
AJ0036-C,ERR516926
AJ0037-C,ERR517119
AJ0037-C,ERR516928
AJ0037-C,ERR517131
AJ0038-C,ERR352142
AJ0038-C,ERR347053
AJ0038-C,ERR347041
AJ0039-C,ERR516940
AJ0039-C,ERR517143
AJ0039-C,ERR517155
AJ0043-C,ERR517149
AJ0043-C,ERR516946
AJ0043-C,ERR517161
AJ0044-C,ERR343649
AJ0044-C,ERR343469
AJ0044-C,ERR343637
AJ0045-C,ERR323719
AJ0045-C,ERR327185
AJ0045-C,ERR327197
AJ0047-C,ERR517157
AJ0047-C,ERR517145
AJ0047-C,ERR516942
AJ0049-C,ERR347052
AJ0049-C,ERR347040
AJ0049-C,ERR352141
AJ0051-C,ERR517107
AJ0051-C,ERR516964
AJ0051-C,ERR517095
AJ0052-C,ERR516910
AJ0052-C,ERR517029
AJ0052-C,ERR517041
AJ0056-C,ERR517039
AJ0056-C,ERR517027
AJ0056-C,ERR516908
AJ0059-C,ERR516965
AJ0059-C,ERR517096
AJ0059-C,ERR517108
AJ0060-C,ERR347039
AJ0060-C,ERR347051
AJ0060-C,ERR352140
AJ0061-C,ERR516906
AJ0061-C,ERR517037
AJ0061-C,ERR517025
AJ0063-C,ERR516883
AJ0063-C,ERR516979
AJ0063-C,ERR516991
AJ0064-C,ERR343671
AJ0064-C,ERR343659
AJ0064-C,ERR343479
AJ0066-C,ERR343672
AJ0066-C,ERR343660
AJ0066-C,ERR343480
AJ0068-C,ERR347018
AJ0068-C,ERR352131
AJ0068-C,ERR347030
AJ0070-Cx,ERR501907
AJ0070-Cx,ERR495622
AJ0070-Cx,ERR501895
AJ0071-C,ERR323862
AJ0071-C,ERR328615
AJ0071-C,ERR328627
AJ0072-C,ERR516992
AJ0072-C,ERR516980
AJ0072-C,ERR516884
AJ0074-C,ERR516885
AJ0074-C,ERR516993
AJ0074-C,ERR516981
AJ0075-C,ERR343670
AJ0075-C,ERR343658
AJ0075-C,ERR343478
AJ0076-C,ERR328620
AJ0076-C,ERR323855
AJ0076-C,ERR328608
AJ0077-C,ERR516909
AJ0077-C,ERR517028
AJ0077-C,ERR517040
AJ0078-C,ERR323786
AJ0078-C,ERR327072
AJ0078-C,ERR327084
AJ0079-C,ERR516907
AJ0079-C,ERR517026
AJ0079-C,ERR517038
AJ0080-C,ERR352139
AJ0080-C,ERR347050
AJ0080-C,ERR347038
AJ0081-C,ERR516879
AJ0081-C,ERR516987
AJ0081-C,ERR516975
AJ0084-C,ERR516953
AJ0084-C,ERR517072
AJ0084-C,ERR517084
AJ0085-C,ERR516894
AJ0085-C,ERR517002
AJ0085-C,ERR517013
AJ0086-C,ERR517156
AJ0086-C,ERR517144
AJ0086-C,ERR516941
AJ0087-C,ERR352143
AJ0087-C,ERR347042
AJ0087-C,ERR347054
AJ0088-C,ERR516961
AJ0088-C,ERR517092
AJ0088-C,ERR517104
AJ0090-C,ERR517148
AJ0090-C,ERR517160
AJ0090-C,ERR516945
AJ0092-C,ERR323851
AJ0092-C,ERR328604
AJ0092-C,ERR328616
AJ0093-C,ERR343477
AJ0093-C,ERR343657
AJ0093-C,ERR343669
AJ0095-C,ERR328605
AJ0095-C,ERR323852
AJ0095-C,ERR328617
AJ0096-C,ERR328638
AJ0096-C,ERR328650
AJ0096-C,ERR323873
AJ0097-C,ERR323857
AJ0097-C,ERR328610
AJ0097-C,ERR328622
AJ0098-C,ERR323859
AJ0098-C,ERR328612
AJ0098-C,ERR328624
AJ0099-C,ERR343500
AJ0099-C,ERR346987
AJ0099-C,ERR346999
AJ0100-C,ERR328618
AJ0100-C,ERR323853
AJ0100-C,ERR328606
AJ0101-Cx,ERR495658
AJ0101-Cx,ERR501715
AJ0101-Cx,ERR501703
AJ0102-C,ERR328625
AJ0102-C,ERR328613
AJ0102-C,ERR323860
AJ0103-C,ERR516895
AJ0103-C,ERR517014
AJ0103-C,ERR517003
AJ0105-C,ERR516954
AJ0105-C,ERR517073
AJ0105-C,ERR517085
AJ0107-C,ERR343471
AJ0107-C,ERR343639
AJ0107-C,ERR343651
AJ0109-C,ERR516931
AJ0109-C,ERR517122
AJ0109-C,ERR517134
AJ0113-C,ERR328609
AJ0113-C,ERR323856
AJ0113-C,ERR328621
AJ0115-C,ERR516917
AJ0115-C,ERR517048
AJ0115-C,ERR517060
AJ0116-C,ERR320079
AJ0116-C,ERR323509
AJ0116-C,ERR323521
AJ0117-C,ERR343494
AJ0117-C,ERR346969
AJ0117-C,ERR346981
AJ0119-C,ERR347020
AJ0119-C,ERR352133
AJ0119-C,ERR347032
AJ0120-C,ERR403970
AJ0120-C,ERR403982
AJ0120-C,ERR388223
AJ0121-C,ERR404006
AJ0121-C,ERR403994
AJ0121-C,ERR388235
AJ0122-C,ERR388081
AJ0122-C,ERR388069
AJ0122-C,ERR387985
AJ0123-C,ERR403983
AJ0123-C,ERR388224
AJ0123-C,ERR403971
AJ0124-C,ERR403959
AJ0124-C,ERR403947
AJ0124-C,ERR388212
AJ0125-C,ERR376544
AJ0125-C,ERR387794
AJ0125-C,ERR387806
AJ0126-C,ERR388058
AJ0126-C,ERR387974
AJ0126-C,ERR388046
AJ0127-C,ERR404031
AJ0127-C,ERR388248
AJ0127-C,ERR404019
AJ0128-C,ERR387854
AJ0128-C,ERR387842
AJ0128-C,ERR376568
AJ0129-C,ERR388153
AJ0129-C,ERR388141
AJ0129-C,ERR388021
AJ0130-C,ERR388154
AJ0130-C,ERR388022
AJ0130-C,ERR388142
AJ0131-C,ERR403818
AJ0131-C,ERR403842
AJ0131-C,ERR403830
AJ0132-C,ERR388245
AJ0132-C,ERR404016
AJ0132-C,ERR404028
AJ0133-C,ERR388236
AJ0133-C,ERR403995
AJ0133-C,ERR404007
AJ0134-C,ERR387805
AJ0134-C,ERR376543
AJ0134-C,ERR387793
AJ0135-C,ERR388246
AJ0135-C,ERR404017
AJ0135-C,ERR404029
AJ0136-C,ERR388237
AJ0136-C,ERR403996
AJ0136-C,ERR404008
AJ0137-C,ERR404018
AJ0137-C,ERR404030
AJ0137-C,ERR388247
AJ0138-C,ERR388225
AJ0138-C,ERR403972
AJ0138-C,ERR403984
AJ0139-C,ERR388213
AJ0139-C,ERR403948
AJ0139-C,ERR403960
AJ0140-C,ERR388249
AJ0140-C,ERR404032
AJ0140-C,ERR404020
AJ0141-C,ERR403816
AJ0141-C,ERR403828
AJ0141-C,ERR403840
AJ0142-C,ERR376580
AJ0142-C,ERR387866
AJ0142-C,ERR387878
AJ0143-C,ERR387938
AJ0143-C,ERR376616
AJ0143-C,ERR387950
AJ0144-C,ERR388007
AJ0144-C,ERR388115
AJ0144-C,ERR388127
AJ0145-C,ERR387984
AJ0145-C,ERR388068
AJ0145-C,ERR388080
AJ0146-C,ERR388150
AJ0146-C,ERR388018
AJ0146-C,ERR388138
AJ0147-C,ERR388151
AJ0147-C,ERR388139
AJ0147-C,ERR388019
AJ0148-C,ERR388020
AJ0148-C,ERR388140
AJ0148-C,ERR388152
AJ0149-C,ERR388008
AJ0149-C,ERR388116
AJ0149-C,ERR388128
AJ0150-C,ERR388129
AJ0150-C,ERR388009
AJ0150-C,ERR388117
AJ0151-C,ERR387986
AJ0151-C,ERR388070
AJ0151-C,ERR388082
AJ0152-C,ERR376604
AJ0152-C,ERR387914
AJ0152-C,ERR387926
AJ0153-C,ERR403817
AJ0153-C,ERR403829
AJ0153-C,ERR403841
AJ0154-C,ERR387998
AJ0154-C,ERR388094
AJ0154-C,ERR388106
AJ0155-C,ERR388010
AJ0155-C,ERR388118
AJ0155-C,ERR388130
AJ0156-C,ERR403806
AJ0156-C,ERR387758
AJ0156-C,ERR403794
AJ0157-C,ERR388057
AJ0157-C,ERR388045
AJ0157-C,ERR387973
AJ0158-C,ERR387925
AJ0158-C,ERR387913
AJ0158-C,ERR376603
AJ0159-C,ERR387830
AJ0159-C,ERR387818
AJ0159-C,ERR376556
AJ0161-C,ERR387841
AJ0161-C,ERR387853
AJ0161-C,ERR376567
AK0041-C,ERR323756
AK0041-C,ERR327018
AK0041-C,ERR327030
AK0042-C,ERR323815
AK0042-C,ERR328532
AK0042-C,ERR328544
AK0043-C,ERR323767
AK0043-C,ERR327041
AK0043-C,ERR327053
AK0044-C,ERR323744
AK0044-C,ERR326994
AK0044-C,ERR327006
AK0045-Cx,ERR495507
AK0045-Cx,ERR495495
AK0045-Cx,ERR491347
AK0046-C,ERR323696
AK0046-C,ERR327138
AK0046-C,ERR327150
AK0047-C,ERR323698
AK0047-C,ERR327140
AK0047-C,ERR327152
AK0049-C,ERR327137
AK0049-C,ERR323695
AK0049-C,ERR327149
AK0050-C,ERR320208
AK0050-C,ERR317269
AK0050-C,ERR320196
AK0051-C,ERR317278
AK0051-C,ERR320217
AK0051-C,ERR320229
AK0052-C,ERR323743
AK0052-C,ERR327005
AK0052-C,ERR326993
AK0054-C,ERR317267
AK0054-C,ERR320194
AK0054-C,ERR320206
AK0055-C,ERR317266
AK0055-C,ERR320193
AK0055-C,ERR320205
AK0056-C,ERR327139
AK0056-C,ERR323697
AK0056-C,ERR327151
AK0057-Cx,ERR495820
AK0057-Cx,ERR502069
AK0057-Cx,ERR502165
AK0060-C,ERR347014
AK0060-C,ERR347026
AK0060-C,ERR352127
AK0062-C,ERR327048
AK0062-C,ERR327060
AK0062-C,ERR323774
AK0063-C,ERR327035
AK0063-C,ERR327023
AK0063-C,ERR323761
AK0065-C,ERR328551
AK0065-C,ERR328539
AK0065-C,ERR323822
AK0066-Cx,ERR495506
AK0066-Cx,ERR491358
AK0066-Cx,ERR495518
AK0067-C,ERR327008
AK0067-C,ERR323746
AK0067-C,ERR326996
AK0068-C,ERR323765
AK0068-C,ERR327027
AK0068-C,ERR327039
AK0069-C,ERR323701
AK0069-C,ERR327143
AK0069-C,ERR327155
AK0070-C,ERR327146
AK0070-C,ERR323704
AK0070-C,ERR327158
AK0071-C,ERR323824
AK0071-C,ERR328541
AK0071-C,ERR328553
AK0072-C,ERR320236
AK0072-C,ERR320224
AK0072-C,ERR317285
AK0073-C,ERR327010
AK0073-C,ERR326998
AK0073-C,ERR323748
AK0075-Cx,ERR495498
AK0075-Cx,ERR491350
AK0075-Cx,ERR495510
AK0076-C,ERR320226
AK0076-C,ERR317287
AK0076-C,ERR320238
AK0077-C,ERR320215
AK0077-C,ERR317276
AK0077-C,ERR320203
AK0078-C,ERR323703
AK0078-C,ERR327145
AK0078-C,ERR327157
AK0079-C,ERR323700
AK0079-C,ERR327142
AK0079-C,ERR327154
AK0081-C,ERR327025
AK0081-C,ERR323763
AK0081-C,ERR327037
AK0082-C,ERR317286
AK0082-C,ERR320225
AK0082-C,ERR320237
AK0083-C,ERR343489
AK0083-C,ERR346964
AK0083-C,ERR346976
AK0085-C,ERR320197
AK0085-C,ERR320209
AK0085-C,ERR317270
AK0086-C,ERR327059
AK0086-C,ERR327047
AK0086-C,ERR323773
AK0087-C,ERR327015
AK0087-C,ERR327003
AK0087-C,ERR323753
